City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Katsuura,JP,2021-06-03 03:05:26,35.1333,140.3,78.24,66,64,10.96
286,Pecos,US,2021-06-03 03:08:01,31.4229,-103.4932,72.82,64,1,10.36
287,Inirida,CO,2021-06-03 03:08:01,3.8653,-67.9239,73.24,97,99,2.28
288,Querecotillo,PE,2021-06-03 03:08:02,-4.8378,-80.6456,71.31,68,79,9.66
289,Batagay-Alyta,RU,2021-06-03 03:08:02,67.8006,130.4114,68.47,30,99,3.06
290,Roswell,US,2021-06-03 03:08:03,34.0232,-84.3616,74.97,72,90,5.82
291,San Andres,CO,2021-06-03 03:08:04,12.5847,-81.7006,82.42,78,75,16.11
292,Kamaishi,JP,2021-06-03 03:08:05,39.2667,141.8833,70.72,75,97,16.55
293,Dalton,US,2021-06-03 03:06:01,34.7698,-84.9702,72.32,86,40,6.29
294,Paita,PE,2021-06-03 03:08:06,-5.0892,-81.1144,67.48,81,80,12.12
295,Gumdag,TM,2021-06-03 03:08:06,39.2061,54.5906,93.25,14,0,7.87
296,Talnakh,RU,2021-06-03 03:08:07,69.4865,88.3972,37.29,81,100,2.37
297,Curumani,CO,2021-06-03 03:08:07,9.1999,-73.5427,75.9,89,100,4.47
298,Evanston,US,2021-06-03 03:03:10,42.0411,-87.6901,66.97,66,20,4.54
299,Yumen,CN,2021-06-03 03:08:08,40.2833,97.2,74.66,7,0,13.76
300,Mehamn,NO,2021-06-03 03:08:09,71.0357,27.8492,49.95,76,0,2.3
301,Khilok,RU,2021-06-03 03:08:10,51.3674,110.4676,61.41,52,100,7.34
302,Lufilufi,WS,2021-06-03 03:08:10,-13.8745,-171.5986,82.94,65,45,12.95
303,Waipawa,NZ,2021-06-03 03:08:11,-41.4122,175.5153,56.03,63,0,2.13
304,Touros,BR,2021-06-03 03:08:11,-5.1989,-35.4608,72.5,87,0,10.83
305,Airai,TL,2021-06-03 03:08:12,-8.9266,125.4092,73.74,56,56,3.78
306,Sisimiut,GL,2021-06-03 03:08:13,66.9395,-53.6735,35.96,98,100,9.08
307,Russell,US,2021-06-03 03:08:14,32.3502,-85.1999,76.78,88,87,5.06
308,Dasoguz,TM,2021-06-03 03:08:14,41.8363,59.9666,85.95,32,0,12.8
309,Nago,JP,2021-06-03 03:08:15,26.5881,127.9761,90.03,77,97,11.95
310,Ambon,ID,2021-06-03 03:08:16,-3.6954,128.1814,77.14,94,40,11.45
311,Micheweni,TZ,2021-06-03 03:08:16,-4.9667,39.8333,75.7,81,97,9.48
312,Pinyug,RU,2021-06-03 03:08:18,60.251,47.7842,48.6,70,94,9.13
313,Ola,RU,2021-06-03 03:08:18,59.5833,151.2833,44.02,81,100,5.82
314,Tumut,AU,2021-06-03 03:08:19,-35.3,148.2167,54.59,96,100,1.34
315,Guarapari,BR,2021-06-03 03:08:20,-20.6667,-40.4975,71.89,90,0,5.28
316,Zheshart,RU,2021-06-03 03:08:20,62.0731,49.5733,48.76,66,98,8.79
317,Port Lincoln,AU,2021-06-03 03:08:21,-34.7333,135.8667,59.7,70,57,14.0
318,Madang,PG,2021-06-03 03:08:22,-5.2246,145.7966,81.95,85,99,3.74
319,Salalah,OM,2021-06-03 03:08:23,17.0151,54.0924,80.69,83,20,2.3
320,Balsas,BR,2021-06-03 03:07:29,-7.5325,-46.0356,75.51,58,14,2.24
321,Alyangula,AU,2021-06-03 03:08:24,-13.8483,136.4192,81.68,60,14,8.88
322,Macae,BR,2021-06-03 03:08:24,-22.3708,-41.7869,67.62,90,0,7.4
323,Korem,ET,2021-06-03 03:08:25,12.5058,39.5228,58.12,53,19,4.21
324,Broken Hill,AU,2021-06-03 03:08:26,-31.95,141.4333,62.15,57,0,14.05
325,Griffith,US,2021-06-03 03:08:26,41.5284,-87.4237,66.9,72,1,0.0
326,Solenzo,BF,2021-06-03 03:08:27,12.1833,-4.0833,86.38,51,17,9.24
327,Ketchikan,US,2021-06-03 03:08:28,55.3422,-131.6461,55.38,92,85,6.26
328,Santa Isabel Do Rio Negro,BR,2021-06-03 03:08:29,-0.4139,-65.0192,73.76,98,100,1.83
329,Victor Harbor,AU,2021-06-03 03:08:29,-35.5667,138.6167,63.46,74,52,1.01
330,Kudahuvadhoo,MV,2021-06-03 03:08:30,2.6708,72.8944,83.5,68,87,18.16
331,Meulaboh,ID,2021-06-03 03:08:31,4.1363,96.1285,82.13,81,98,3.27
332,Sao Jose Da Coroa Grande,BR,2021-06-03 03:08:31,-8.8978,-35.1478,75.96,79,8,7.16
333,Umm Lajj,SA,2021-06-03 03:08:32,25.0213,37.2685,80.4,79,3,14.27
334,Kirakira,SB,2021-06-03 03:08:32,-10.4544,161.9205,82.76,81,62,10.2
335,Caravelas,BR,2021-06-03 03:08:33,-17.7125,-39.2481,72.61,87,16,3.58
336,Labrea,BR,2021-06-03 03:08:34,-7.2586,-64.7981,72.77,69,4,2.42
337,Birjand,IR,2021-06-03 03:08:34,32.8663,59.2211,86.0,13,0,3.51
338,Uberaba,BR,2021-06-03 03:08:35,-19.7483,-47.9319,66.29,59,40,4.81
339,Poretskoye,RU,2021-06-03 03:08:36,55.1974,46.3291,50.68,73,14,10.89
340,Mahebourg,MU,2021-06-03 03:08:37,-20.4081,57.7,75.25,66,61,20.33
341,Camacha,PT,2021-06-03 03:08:37,33.0833,-16.3333,62.02,63,40,12.66
342,Seoul,KR,2021-06-03 03:06:20,37.5683,126.9778,74.59,60,90,3.13
343,Lata,PT,2021-06-03 03:08:38,40.1629,-8.3327,58.82,91,93,5.01
344,Vostok,RU,2021-06-03 03:08:39,46.4856,135.8833,53.38,95,100,3.85
345,Asaba,NG,2021-06-03 03:08:39,6.2006,6.7338,73.92,96,41,3.74
346,Manta,EC,2021-06-03 03:08:40,-0.95,-80.7333,73.18,88,68,8.05
347,Xuddur,SO,2021-06-03 03:08:41,4.1213,43.8894,68.72,82,83,10.85
348,Ewo,CG,2021-06-03 03:08:41,-0.8725,14.8206,72.72,86,87,3.67
349,Pevek,RU,2021-06-03 03:08:42,69.7008,170.3133,34.79,78,99,5.06
350,Moyamba,SL,2021-06-03 03:08:42,8.1667,-12.4333,74.62,97,100,0.83
351,Lannion,FR,2021-06-03 03:08:43,48.75,-3.4167,55.65,88,90,5.75
352,Alakurtti,RU,2021-06-03 03:08:44,66.9672,30.3491,59.63,55,16,2.15
353,Anamur,TR,2021-06-03 03:08:45,36.0751,32.8369,62.62,56,0,5.68
354,Greytown,ZA,2021-06-03 03:08:45,-29.0642,30.5928,49.26,92,100,9.53
355,Anchorage,US,2021-06-03 03:08:03,61.2181,-149.9003,61.68,59,90,4.0
356,Itarema,BR,2021-06-03 03:08:46,-2.9248,-39.9167,77.43,83,8,10.8
357,Kalabo,ZM,2021-06-03 03:08:47,-14.97,22.6814,53.28,41,36,8.1
358,Malanje,AO,2021-06-03 03:08:48,-9.5402,16.341,56.35,50,72,3.36
359,Dobric,RS,2021-06-03 03:08:48,44.7019,19.5814,50.81,84,58,2.55
360,Longyearbyen,SJ,2021-06-03 03:03:54,78.2186,15.6401,34.66,99,100,14.16
361,Mumford,GH,2021-06-03 03:08:49,5.2618,-0.759,79.23,83,72,4.65
362,Dunedin,NZ,2021-06-03 03:08:50,-45.8742,170.5036,57.79,55,55,1.01
363,Hefei,CN,2021-06-03 03:08:51,31.8639,117.2808,75.22,78,0,8.95
364,Moose Factory,CA,2021-06-03 03:08:51,51.2585,-80.6094,64.04,53,36,10.07
365,Dudinka,RU,2021-06-03 03:08:52,69.4058,86.1778,32.68,100,100,4.61
366,Karakol,KG,2021-06-03 03:08:53,42.4907,78.3936,65.35,49,95,3.98
367,Honningsvag,NO,2021-06-03 03:08:53,70.9821,25.9704,49.53,80,61,3.6
368,Candido Mendes,BR,2021-06-03 03:08:54,-1.4467,-45.7167,73.9,97,16,2.39
369,Tupik,RU,2021-06-03 03:08:55,54.4253,119.9327,61.36,58,52,12.26
370,Berlevag,NO,2021-06-03 03:08:55,70.8578,29.0864,50.0,72,72,1.1
371,Jumla,NP,2021-06-03 03:08:56,29.2747,82.1838,66.07,48,0,2.91
372,Aklavik,CA,2021-06-03 03:08:56,68.2191,-135.0107,43.54,74,100,3.58
373,Esperance,AU,2021-06-03 03:08:57,-33.8667,121.9,60.64,74,36,10.45
374,Almaznyy,RU,2021-06-03 03:08:58,48.0448,40.045,57.34,95,94,11.72
375,Acari,PE,2021-06-03 03:08:58,-15.4311,-74.6158,65.48,80,26,1.66
376,Shahr-E Babak,IR,2021-06-03 03:08:59,30.1165,55.1186,79.84,11,0,5.28
377,Christchurch,NZ,2021-06-03 03:04:51,-43.5333,172.6333,57.47,71,0,3.44
378,Neiafu,TO,2021-06-03 03:09:00,-18.65,-173.9833,75.88,94,75,4.61
379,Abu Samrah,SY,2021-06-03 03:09:01,35.3029,37.1841,60.66,66,0,4.99
380,Constitucion,CL,2021-06-03 03:09:02,-35.3333,-72.4167,57.07,82,70,6.76
381,Chake Chake,TZ,2021-06-03 03:09:02,-5.2459,39.7666,73.76,83,100,6.51
382,Katangli,RU,2021-06-03 03:09:03,51.7102,143.2326,54.61,67,28,12.71
383,Havoysund,NO,2021-06-03 03:09:04,70.9963,24.6622,56.28,67,54,1.43
384,At-Bashi,KG,2021-06-03 03:09:04,41.1702,75.8106,62.74,49,71,1.28
385,Shirokiy,RU,2021-06-03 03:09:05,49.758,129.523,52.3,90,100,18.81
386,Varva,UA,2021-06-03 03:09:05,50.495,32.7197,50.86,81,100,14.72
387,Lighthouse Point,US,2021-06-03 03:09:06,26.2756,-80.0873,81.01,82,40,8.05
388,La Union,PE,2021-06-03 03:09:07,-5.4,-80.75,69.89,70,83,12.59
389,Iskateley,RU,2021-06-03 03:09:07,67.6803,53.1512,40.69,63,96,15.26
390,Mahon,ES,2021-06-03 03:09:08,39.8885,4.2658,66.76,94,75,5.75
391,Grindavik,IS,2021-06-03 03:09:09,63.8424,-22.4338,43.27,81,75,8.3
392,Portland,US,2021-06-03 03:08:54,45.5234,-122.6762,84.78,49,20,1.99
393,Korla,CN,2021-06-03 03:09:09,41.7597,86.1469,87.19,14,3,5.41
394,Turcianske Teplice,SK,2021-06-03 03:09:10,48.8623,18.8605,50.56,83,100,2.21
395,Bundaberg,AU,2021-06-03 03:09:11,-24.85,152.35,78.22,59,93,8.99
396,Yuzhno-Kurilsk,RU,2021-06-03 03:09:11,44.0306,145.8556,50.52,92,96,7.63
397,Ada,US,2021-06-03 03:09:12,43.4166,-116.1262,88.41,30,1,6.24
398,Katete,UG,2021-06-03 03:09:13,-0.7818,29.7544,61.34,83,100,1.92
399,Kruisfontein,ZA,2021-06-03 03:09:14,-34.0033,24.7314,55.72,75,99,6.49
400,Namibe,AO,2021-06-03 03:09:14,-15.1961,12.1522,70.92,82,3,3.62
401,Champerico,GT,2021-06-03 03:09:15,14.3,-91.9167,83.35,72,17,5.26
402,Port Blair,IN,2021-06-03 03:09:16,11.6667,92.75,85.51,68,76,4.92
403,Susanville,US,2021-06-03 03:09:16,40.4163,-120.653,87.64,28,1,5.99
404,Pakokku,MM,2021-06-03 03:09:17,21.3333,95.1,94.6,45,89,11.05
405,Jeremie,HT,2021-06-03 03:09:18,18.65,-74.1167,79.02,80,69,1.77
406,Fairbanks,US,2021-06-03 03:06:19,64.8378,-147.7164,67.1,44,75,0.0
407,Suntar,RU,2021-06-03 03:09:19,62.1444,117.6319,82.33,31,75,4.56
408,Muisne,EC,2021-06-03 03:09:20,0.6,-80.0333,76.51,81,98,6.17
409,Kantunilkin,MX,2021-06-03 03:09:21,21.0917,-87.45,82.24,94,22,2.95
410,Ewa Beach,US,2021-06-03 03:05:13,21.3156,-158.0072,83.98,55,7,11.01
411,Dingle,PH,2021-06-03 03:09:22,10.9995,122.6711,87.24,68,100,11.7
412,Itoman,JP,2021-06-03 03:09:22,26.1247,127.6694,89.98,80,75,13.8
413,Vilhena,BR,2021-06-03 03:07:43,-12.7406,-60.1458,73.63,63,98,0.36
414,Kajaani,FI,2021-06-03 03:09:23,64.2273,27.7285,50.05,81,0,3.44
415,Bukoba,TZ,2021-06-03 03:09:24,-1.3317,31.8122,66.16,76,100,2.35
416,Charters Towers,AU,2021-06-03 03:09:25,-20.1,146.2667,79.36,45,41,5.44
417,Sahuaripa,MX,2021-06-03 03:09:25,29.05,-109.2333,84.2,18,78,7.2
418,Kaitangata,NZ,2021-06-03 03:09:26,-46.2817,169.8464,59.94,51,54,3.18
419,Bend,US,2021-06-03 03:09:26,44.0582,-121.3153,86.47,28,1,11.5
420,Broome,US,2021-06-03 03:09:27,42.2506,-75.833,63.91,89,90,4.0
421,Russkaya Polyana,UA,2021-06-03 03:09:28,49.417,31.9201,52.54,83,100,15.23
422,Baragaon,IN,2021-06-03 03:09:28,25.4333,82.8167,91.38,62,0,4.61
423,Atar,MR,2021-06-03 03:09:29,20.5169,-13.0499,90.03,28,100,1.7
424,Nuuk,GL,2021-06-03 03:09:30,64.1835,-51.7216,34.41,100,90,11.5
425,Petropavlovsk-Kamchatskiy,RU,2021-06-03 03:09:30,53.0452,158.6483,64.99,39,97,6.02
426,Jalu,LY,2021-06-03 03:09:31,29.0331,21.5482,76.05,28,42,12.33
427,Mount Gambier,AU,2021-06-03 03:09:32,-37.8333,140.7667,57.7,79,72,8.43
428,Xiongzhou,CN,2021-06-03 03:09:32,25.1167,114.3,77.52,98,100,2.26
429,Sambava,MG,2021-06-03 03:09:33,-14.2667,50.1667,71.69,86,100,7.7
430,Pangkalanbuun,ID,2021-06-03 03:09:33,-2.6833,111.6167,89.44,56,65,4.25
431,Rock Sound,BS,2021-06-03 03:09:34,24.9,-76.2,78.57,82,83,18.97
432,Sompeta,IN,2021-06-03 03:09:35,18.9333,84.6,89.96,61,8,9.82
433,Nouadhibou,MR,2021-06-03 03:06:01,20.931,-17.0347,65.19,86,91,22.93
434,Hanstholm,DK,2021-06-03 03:09:36,57.1167,8.6167,55.74,87,94,24.67
435,Malatya,TR,2021-06-03 03:09:36,38.5,38.0,41.05,76,0,5.17
436,San Luis,AR,2021-06-03 03:07:49,-33.295,-66.3356,57.02,58,6,10.42
437,Luganville,VU,2021-06-03 03:09:37,-15.5333,167.1667,78.42,76,100,10.18
438,Komsomolskiy,UZ,2021-06-03 03:09:38,40.4272,71.7189,78.22,41,44,4.61
439,Kirkuk,IQ,2021-06-03 03:09:38,35.4681,44.3922,76.91,27,0,6.13
440,Te Anau,NZ,2021-06-03 03:09:39,-45.4167,167.7167,53.06,79,79,2.08
441,Acarau,BR,2021-06-03 03:09:40,-2.8856,-40.12,77.5,84,6,10.85
442,Saint Anthony,US,2021-06-03 03:09:41,45.0205,-93.218,73.45,63,1,4.47
443,Muzhi,RU,2021-06-03 03:09:41,65.3667,64.6667,39.88,56,28,24.99
444,Abha,SA,2021-06-03 03:07:45,18.2164,42.5053,66.45,17,0,3.87
445,Sullana,PE,2021-06-03 03:09:42,-4.9039,-80.6853,70.9,68,78,10.11
446,Bechem,GH,2021-06-03 03:09:43,7.0903,-2.025,71.31,98,86,1.97
447,Krasnoselkup,RU,2021-06-03 03:09:44,65.7,82.4667,43.23,46,81,13.11
448,Hastings,GB,2021-06-03 03:09:45,50.8552,0.5729,62.98,91,25,7.52
449,Carauari,BR,2021-06-03 03:09:45,-4.8828,-66.8958,78.51,77,100,0.72
450,Fez,MA,2021-06-03 03:09:46,34.0372,-4.9998,55.65,87,67,2.3
451,Samarai,PG,2021-06-03 03:09:47,-10.6167,150.6667,79.2,84,61,13.73
452,Beamsville,CA,2021-06-03 03:09:47,43.1668,-79.4829,66.92,84,100,5.66
453,Flinders,AU,2021-06-03 03:09:48,-34.5833,150.8552,58.21,91,100,1.01
454,Cabo San Lucas,MX,2021-06-03 03:06:59,22.8909,-109.9124,85.3,53,36,13.15
455,Bilibino,RU,2021-06-03 03:09:49,68.0546,166.4372,65.66,19,85,9.73
456,Yar-Sale,RU,2021-06-03 03:09:50,66.8333,70.8333,36.82,70,100,10.16
457,Cap Malheureux,MU,2021-06-03 03:09:50,-19.9842,57.6142,76.46,67,42,8.01
458,Mineiros,BR,2021-06-03 03:09:51,-17.5694,-52.5511,66.81,67,21,1.92
459,Chepen,PE,2021-06-03 03:09:52,-7.2167,-79.45,64.78,79,80,5.91
460,Emerald,AU,2021-06-03 03:09:52,-23.5333,148.1667,73.54,64,90,4.61
461,Mutsu,JP,2021-06-03 03:09:53,41.2894,141.2169,71.01,63,100,6.42
462,Tateyama,JP,2021-06-03 03:09:53,34.9833,139.8667,78.15,68,69,10.49
463,Tura,IN,2021-06-03 03:09:54,25.5198,90.2201,81.09,80,28,5.41
464,Tripoli,LY,2021-06-03 03:09:55,32.8752,13.1875,70.92,76,98,16.4
465,Hobyo,SO,2021-06-03 03:09:55,5.3505,48.5268,77.81,85,72,18.43
466,Soto La Marina,MX,2021-06-03 03:09:56,23.7667,-98.2167,76.77,81,99,7.18
467,Bloomington,US,2021-06-03 03:09:57,44.8408,-93.2983,73.85,51,40,4.85
468,Rocha,UY,2021-06-03 03:08:39,-34.4833,-54.3333,44.96,81,7,6.42
469,Najran,SA,2021-06-03 03:09:58,17.4924,44.1277,77.52,19,99,5.55
470,Guane,CU,2021-06-03 03:09:58,22.2025,-84.0875,76.08,83,4,3.69
471,San Carlos De Bariloche,AR,2021-06-03 03:09:59,-41.1456,-71.3082,49.75,87,75,6.53
472,Roebourne,AU,2021-06-03 03:09:59,-20.7833,117.1333,70.03,39,100,19.22
473,Yulara,AU,2021-06-03 03:10:00,-25.2406,130.9889,64.24,48,28,11.5
474,Kitgum,UG,2021-06-03 03:10:00,3.2783,32.8867,63.91,95,100,1.19
475,Deputatskiy,RU,2021-06-03 03:10:01,69.3,139.9,65.61,21,70,7.7
476,Kahului,US,2021-06-03 03:10:04,20.8947,-156.47,82.98,70,20,23.02
477,Aransas Pass,US,2021-06-03 03:10:04,27.9095,-97.15,80.98,84,1,7.0
478,Sao Felix Do Xingu,BR,2021-06-03 03:10:05,-6.6447,-51.995,76.62,73,93,2.39
479,Altay,CN,2021-06-03 03:10:06,47.8667,88.1167,79.68,32,56,5.57
480,Peniche,PT,2021-06-03 03:10:06,39.3558,-9.3811,57.74,83,83,21.92
481,Birobidzhan,RU,2021-06-03 03:06:27,48.8,132.95,53.1,97,100,10.56
482,Taltal,CL,2021-06-03 03:10:07,-25.4,-70.4833,61.39,82,51,0.4
483,Srednyaya Yelyuzan,RU,2021-06-03 03:10:08,53.0241,45.9529,55.85,71,90,17.38
484,Red Wing,US,2021-06-03 03:10:07,44.5625,-92.5338,74.64,46,40,6.91
485,Ploemeur,FR,2021-06-03 03:10:09,47.7333,-3.4333,56.82,94,75,0.0
486,Colares,PT,2021-06-03 03:10:09,38.7992,-9.4469,58.28,73,70,13.0
487,Santo Antonio Do Ica,BR,2021-06-03 03:10:10,-3.1022,-67.9397,73.81,93,26,2.28
488,Namatanai,PG,2021-06-03 03:10:11,-3.6667,152.4333,84.85,68,100,3.29
489,Kourou,GF,2021-06-03 03:10:11,5.1552,-52.6478,81.1,93,100,5.59
490,San Patricio,US,2021-06-03 03:10:12,28.017,-97.5169,80.83,85,19,7.94
491,Itaituba,BR,2021-06-03 03:07:35,-4.2761,-55.9836,78.96,73,72,1.45
492,Gdov,RU,2021-06-03 03:10:13,58.7406,27.8122,49.19,71,2,6.69
493,Asfi,MA,2021-06-03 03:06:34,32.2994,-9.2372,61.63,82,0,10.33
494,Paka,MY,2021-06-03 03:10:14,4.6374,103.4368,87.8,63,48,6.73
495,Calama,CL,2021-06-03 03:10:15,-22.4667,-68.9333,43.29,17,0,18.41
496,Odweyne,SO,2021-06-03 03:10:15,9.4092,45.064,71.47,59,19,8.86
497,Campbell River,CA,2021-06-03 03:10:16,50.0163,-125.2446,68.59,73,100,0.6
498,Pauini,BR,2021-06-03 03:10:17,-7.7136,-66.9764,73.74,70,29,2.17
499,Barrhead,GB,2021-06-03 03:10:17,55.7992,-4.3929,53.82,86,90,3.0
500,Strezhevoy,RU,2021-06-03 03:10:18,60.7333,77.5889,48.18,40,2,8.88
501,Dayong,CN,2021-06-03 03:10:18,25.0209,118.2898,89.28,70,100,3.49
502,College,US,2021-06-03 03:10:19,64.8569,-147.8028,66.52,44,75,11.5
503,Sechura,PE,2021-06-03 03:10:20,-5.5569,-80.8222,68.74,74,83,13.0
504,Hambantota,LK,2021-06-03 03:10:20,6.1241,81.1185,84.11,72,94,15.46
505,Kaspiyskiy,RU,2021-06-03 03:10:21,45.3929,47.3707,66.54,77,92,20.83
506,Camargo,MX,2021-06-03 03:10:21,27.6667,-105.1667,70.68,49,78,1.63
507,Sabang,ID,2021-06-03 03:10:22,5.8933,95.3214,82.89,74,98,8.19
508,Dano,BF,2021-06-03 03:10:23,11.15,-3.0667,83.46,59,29,8.1
509,Ushtobe,KZ,2021-06-03 03:10:23,45.2514,77.9838,84.6,29,100,11.83
510,Srednekolymsk,RU,2021-06-03 03:10:24,67.45,153.6833,72.48,22,20,5.53
511,Catalina,US,2021-06-03 03:10:24,32.5056,-110.9211,91.26,21,29,8.14
512,Vilyuysk,RU,2021-06-03 03:10:25,63.7553,121.6247,79.05,39,56,7.72
513,Safford,US,2021-06-03 03:10:26,32.834,-109.7076,92.32,9,1,12.66
514,Worthington,US,2021-06-03 03:10:27,40.0931,-83.018,64.45,95,90,1.01
515,San Pedro De Macoris,DO,2021-06-03 03:10:27,18.4616,-69.2972,78.49,87,99,8.97
516,Debre Tabor,ET,2021-06-03 03:10:28,11.85,38.0167,56.5,63,27,2.06
517,Hanover,DE,2021-06-03 03:10:01,52.3705,9.7332,63.36,79,0,5.97
518,Weston,US,2021-06-03 03:10:29,26.1004,-80.3998,81.01,83,40,3.0
519,Ulety,RU,2021-06-03 03:10:30,51.3572,112.4849,55.35,76,100,4.21
520,Lashio,MM,2021-06-03 03:10:30,22.9333,97.75,78.19,81,68,2.04
521,Bosaso,SO,2021-06-03 03:10:31,11.2842,49.1816,89.73,47,100,13.38
522,Lokomotivnyy,RU,2021-06-03 03:10:32,53.0118,60.5684,60.66,53,96,9.69
523,Clarksville,US,2021-06-03 03:09:30,36.5298,-87.3595,70.68,92,90,1.01
524,Gamboula,CF,2021-06-03 03:10:32,4.1178,15.1393,66.99,98,90,2.66
525,Taoudenni,ML,2021-06-03 03:10:33,22.6783,-3.9836,94.84,19,40,22.03
526,Gizel,RU,2021-06-03 03:10:34,43.04,44.5708,53.82,93,100,6.91
527,Balkanabat,TM,2021-06-03 03:10:35,39.5108,54.3671,95.95,13,0,2.44
528,Luau,AO,2021-06-03 03:10:35,-10.7073,22.2247,57.78,56,9,5.73
529,Penzance,GB,2021-06-03 03:10:36,50.1186,-5.5371,54.61,86,89,11.34
530,Tebingtinggi,ID,2021-06-03 03:10:36,3.3285,99.1625,80.65,70,89,2.19
531,Menongue,AO,2021-06-03 03:10:37,-14.6585,17.691,47.64,54,7,3.8
532,Gladstone,AU,2021-06-03 03:08:55,-23.85,151.25,76.78,64,40,10.36
533,Awjilah,LY,2021-06-03 03:10:38,29.1081,21.2869,76.78,29,53,11.05
534,Tommot,RU,2021-06-03 03:10:39,58.9564,126.2925,70.07,42,41,2.68
535,Carbonia,IT,2021-06-03 03:05:43,39.1672,8.5222,66.85,90,33,7.74
536,Port Hedland,AU,2021-06-03 03:10:40,-20.3167,118.5667,75.25,33,40,18.41
537,Koslan,RU,2021-06-03 03:10:41,63.4564,48.8989,46.74,66,97,9.19
538,Colac,AU,2021-06-03 03:10:42,-38.3333,143.5833,61.16,65,71,6.82
539,Okhotsk,RU,2021-06-03 03:10:42,59.3833,143.3,39.58,90,100,3.74
540,Port Shepstone,ZA,2021-06-03 03:10:43,-30.7414,30.455,62.6,78,100,28.54
541,Otradnoye,RU,2021-06-03 03:10:43,59.7775,30.8181,55.45,68,35,4.05
542,Nelson Bay,AU,2021-06-03 03:10:44,-32.7167,152.15,64.11,73,100,1.01
543,Kiunga,PG,2021-06-03 03:10:45,-6.1219,141.2906,79.61,91,92,3.29
544,Belyy Yar,RU,2021-06-03 03:10:45,53.6039,91.3903,66.09,72,40,6.11
545,Salamiyah,SY,2021-06-03 03:10:46,35.0113,37.0532,59.13,78,0,4.72
546,Klobuck,PL,2021-06-03 03:10:46,50.9008,18.9367,50.67,87,30,5.48
547,Pafos,CY,2021-06-03 03:10:47,34.7667,32.4167,64.18,72,90,6.91
548,Fiumicino,IT,2021-06-03 03:10:48,41.7675,12.2291,67.08,75,0,3.44
549,Chamrajnagar,IN,2021-06-03 03:10:48,11.9167,76.95,79.2,73,91,4.63
550,Clyde River,CA,2021-06-03 03:10:49,70.4692,-68.5914,25.23,93,100,1.9
551,Yakeshi,CN,2021-06-03 03:10:50,49.2833,120.7333,58.44,57,95,13.09
552,Forio,IT,2021-06-03 03:10:50,40.7342,13.8646,66.45,80,8,1.99
553,Riyadh,SA,2021-06-03 03:10:27,24.6877,46.7219,84.25,14,17,3.44
554,Ntchisi,MW,2021-06-03 03:10:51,-13.5278,33.9149,53.82,92,13,1.28
555,Paris,FR,2021-06-03 03:10:52,48.8534,2.3488,66.97,85,0,3.83
556,Tucurui,BR,2021-06-03 03:10:53,-3.7661,-49.6725,75.76,84,15,2.13
557,San Angelo,US,2021-06-03 03:07:44,31.4638,-100.437,66.42,82,1,6.93
558,Grieskirchen,AT,2021-06-03 03:10:54,48.2333,13.8333,56.48,82,100,2.71
